Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
80,6,15/02/2018 09:28:37,91495,5,3,311,662,311,0,62.2,139.0834282005,662,0,220.6666666667,382.2058782035,10634.4608995027,87.4364719384,13070.7142857143,30682.5983347472,82321,3,91495,22873.75,39817.3269433882,82321,255,8905,4452.5,5311.0790334922,8208,697,0,0,0,0,168,104,54.6477949615,32.7886769769,0,662,108.1111111111,231.7792292487,53721.6111111111,0,0,0,1,0,0,0,0,0,121.625,62.2,220.6666666667,0,0,0,0,0,0,5,311,3,662,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye
80,6,15/02/2018 09:52:33,317672,5,3,425,662,425,0,85.0,190.0657780875,662,0,220.6666666667,382.2058782035,3421.7683648543,25.183207837,45381.7142857143,94736.4668835155,253635,7,317672,79418.0,119824.881158575,253635,253,63750,31875.0,43635.5594670219,62730,1020,0,0,0,0,168,104,15.7395048981,9.4437029389,0,662,120.7777777778,246.8763748204,60947.9444444444,0,0,0,1,0,0,0,0,0,135.875,85.0,220.6666666667,0,0,0,0,0,0,5,425,3,662,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye
80,6,15/02/2018 09:51:07,1985957,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.0070711501,1985957.0,0.0,1985957,1985957,1985957,1985957.0,0.0,1985957,1985957,0,0.0,0.0,0,0,0,0,0,0,64,0,1.0070711501,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,226,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye
80,6,15/02/2018 09:30:01,5023069,4,4,503,972,503,0,125.75,251.5,972,0,243.0,486.0,293.6451798691,1.592651823,717581.285714286,1888831.06507823,5001011,4,22058,7352.6666666667,12432.9057477861,21708,32,5023065,1674355.0,2881502.5848975,5001606,350,0,0,0,0,136,136,0.7963259115,0.7963259115,0,972,163.8888888889,345.698005651,119507.111111111,0,0,0,1,0,0,0,0,1,184.375,125.75,243.0,0,0,0,0,0,0,4,503,4,972,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye
80,6,15/02/2018 09:39:23,401821,5,3,462,972,462,0,92.4,206.612681121,972,0,324.0,561.1844616523,3568.7532508256,19.9093626266,57403.0,151460.508039775,400883,7,401821,100455.25,200285.293454737,400883,38,609,304.5,64.346717088,350,259,0,0,0,0,168,104,12.4433516417,7.466010985,0,972,159.3333333333,340.907612118,116218.0,0,0,0,1,0,0,0,0,0,179.25,92.4,324.0,0,0,0,0,0,0,5,462,3,972,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye
80,6,15/02/2018 09:54:03,5002178,4,4,423,972,423,0,105.75,211.5,972,0,243.0,486.0,278.8785205165,1.5993033435,714596.857142857,1890244.30449121,5001268,5,910,303.3333333333,265.6921777797,563,32,5002173,1667391.0,2887490.64342709,5001578,246,0,0,0,0,136,136,0.7996516717,0.7996516717,0,972,155.0,336.8026128165,113436.0,0,0,0,1,0,0,0,0,1,174.375,105.75,243.0,0,0,0,0,0,0,4,423,4,972,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye
80,6,15/02/2018 09:30:43,5003559,4,4,470,972,470,0,117.5,235.0,972,0,243.0,486.0,288.1948628966,1.5988619301,714794.142857143,1890210.71467076,5001389,8,2170,723.3333333333,546.1184242757,1338,294,5003550,1667850.0,2887171.16204478,5001668,251,0,0,0,0,136,136,0.799430965,0.799430965,0,972,160.2222222222,341.8046875694,116830.444444444,0,0,0,1,0,0,0,0,1,180.25,117.5,243.0,0,0,0,0,0,0,4,470,4,972,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye
80,6,15/02/2018 09:28:37,84909,5,3,492,972,492,0,98.4,220.029088986,972,0,324.0,561.1844616523,17241.9884817864,94.2185162939,12129.8571428571,28875.6969233562,77447,7,84909,21227.25,37568.8122993439,77447,311,7130,3565.0,3139.5541084683,5785,1345,0,0,0,0,168,104,58.8865726837,35.3319436102,0,972,162.6666666667,344.3660842766,118588.0,0,0,0,1,0,0,0,0,0,183.0,98.4,324.0,0,0,0,0,0,0,5,492,3,972,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye
80,6,15/02/2018 09:53:41,11974238,4,4,379,972,379,0,94.75,189.5,972,0,243.0,486.0,112.825550987,0.6681009681,1710605.42857143,2975199.20164381,6968882,2,6971365,2323788.33333333,4023049.78798975,6969206,290,11974236,3991412.0,3591876.385252,6968882,2161,0,0,0,0,136,136,0.334050484,0.334050484,0,972,150.1111111111,332.7207704835,110703.111111111,0,0,0,1,0,0,0,0,1,168.875,94.75,243.0,0,0,0,0,0,0,4,379,4,972,26883,219,1,32,2163.0,0.0,2163,2163,6968882.0,0.0,6968882,6968882,DoS attacks-GoldenEye
80,6,15/02/2018 09:29:19,5003769,4,4,330,972,330,0,82.5,165.0,972,0,243.0,486.0,260.2038583316,1.5987948285,714824.142857143,1889879.14391639,5000667,6,3102,1034.0,816.0569833045,1911,297,5003763,1667921.0,2886513.77320653,5000980,1192,0,0,0,0,136,136,0.7993974142,0.7993974142,0,972,144.6666666667,328.8859984858,108166.0,0,0,0,1,0,0,0,0,1,162.75,82.5,243.0,0,0,0,0,0,0,4,330,4,972,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye
80,6,15/02/2018 09:29:03,7138117,4,4,418,972,418,0,104.5,209.0,972,0,243.0,486.0,194.7292262091,1.120743748,1019731.0,1928170.21687056,5003415,3,2134702,711567.333333333,1231692.22339606,2133803,329,7138114,2379371.33333333,2510450.164894,5003709,901,0,0,0,0,136,136,0.560371874,0.560371874,0,972,154.4444444444,336.30905099,113103.777777778,0,0,0,1,0,0,0,0,1,173.75,104.5,243.0,0,0,0,0,0,0,4,418,4,972,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye
80,6,15/02/2018 09:29:59,1946646,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.0274081677,1946646.0,0.0,1946646,1946646,1946646,1946646.0,0.0,1946646,1946646,0,0.0,0.0,0,0,0,0,0,0,64,0,1.0274081677,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,226,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye
80,6,15/02/2018 09:52:33,5106904,4,4,430,972,430,0,107.5,215.0,972,0,243.0,486.0,274.5303220895,1.5665068308,729557.714285714,1885541.05067279,5004717,4,102187,34062.3333333333,58119.9777213768,101173,282,5106900,1702300.0,2860655.40729096,5004997,1014,0,0,0,0,136,136,0.7832534154,0.7832534154,0,972,155.7777777778,337.5062139346,113910.444444444,0,0,0,1,0,0,0,0,1,175.25,107.5,243.0,0,0,0,0,0,0,4,430,4,972,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye
80,6,15/02/2018 09:51:07,62363039,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.032070278,62363039.0,0.0,62363039,62363039,62363039,62363039.0,0.0,62363039,62363039,0,0.0,0.0,0,0,0,0,0,0,64,0,0.032070278,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,226,-1,0,32,0.0,0.0,0,0,62363039.0,0.0,62363039,62363039,DoS attacks-GoldenEye
80,6,15/02/2018 09:54:02,48383,5,3,472,662,472,0,94.4,211.084817076,662,0,220.6666666667,382.2058782035,23437.9844160139,165.3473327408,6911.8571428571,17862.5882636361,47419,7,48383,12095.75,23550.2542431428,47419,26,642,321.0,18.3847763109,334,308,0,0,0,0,168,104,103.342082963,62.0052497778,0,662,126.0,254.4955795294,64768.0,0,0,0,1,0,0,0,0,0,141.75,94.4,220.6666666667,0,0,0,0,0,0,5,472,3,662,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye
80,6,15/02/2018 09:49:37,5012107,4,4,436,662,436,0,109.0,218.0,662,0,165.5,331.0,219.0695450037,1.5961351184,716015.285714286,1889096.92553812,5000076,5,12031,4010.3333333333,5805.7898974501,10706,374,5012102,1670700.66666667,2883624.19642094,5000419,1328,0,0,0,0,136,136,0.7980675592,0.7980675592,0,662,122.0,248.5920352706,61798.0,0,0,0,1,0,0,0,0,1,137.25,109.0,165.5,0,0,0,0,0,0,4,436,4,662,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye
80,6,15/02/2018 09:40:34,10960439,4,4,482,972,482,0,120.5,241.0,972,0,243.0,486.0,132.6589199575,0.7298977714,1565777.0,2687838.57641935,5955402,6,5956276,1985425.33333333,3438394.22939056,5955741,184,10960433,3653477.66666667,3199066.75982955,5955402,539,0,0,0,0,136,136,0.3649488857,0.3649488857,0,972,161.5555555556,343.1847574963,117775.777777778,0,0,0,1,0,0,0,0,1,181.75,120.5,243.0,0,0,0,0,0,0,4,482,4,972,26883,219,1,32,545.0,0.0,545,545,5955402.0,0.0,5955402,5955402,DoS attacks-GoldenEye
80,6,15/02/2018 09:31:03,1935454,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.0333492814,1935454.0,0.0,1935454,1935454,1935454,1935454.0,0.0,1935454,1935454,0,0.0,0.0,0,0,0,0,0,0,64,0,1.0333492814,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,226,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye
80,6,15/02/2018 09:29:59,37997466,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0526350889,37997466.0,0.0,37997466,37997466,37997466,37997466.0,0.0,37997466,37997466,0,0.0,0.0,0,0,0,0,0,0,64,0,0.0526350889,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,226,-1,0,32,0.0,0.0,0,0,37997466.0,0.0,37997466,37997466,DoS attacks-GoldenEye
80,6,15/02/2018 09:53:53,16086968,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.1243242356,16086968.0,0.0,16086968,16086968,16086968,16086968.0,0.0,16086968,16086968,0,0.0,0.0,0,0,0,0,0,0,64,0,0.1243242356,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,221,-1,0,32,0.0,0.0,0,0,16086968.0,0.0,16086968,16086968,DoS attacks-GoldenEye
80,6,15/02/2018 09:40:03,9614946,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.2080094886,9614946.0,0.0,9614946,9614946,9614946,9614946.0,0.0,9614946,9614946,0,0.0,0.0,0,0,0,0,0,0,64,0,0.2080094886,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,221,-1,0,32,0.0,0.0,0,0,9614946.0,0.0,9614946,9614946,DoS attacks-GoldenEye
80,6,15/02/2018 09:30:01,6854125,5,3,327,662,327,0,65.4,146.2388457285,662,0,220.6666666667,382.2058782035,144.2926704722,1.1671803476,979160.714285714,2556385.32308549,6776131,3,6854125,1713531.25,3375494.9176496,6776480,28,6776487,3388243.5,4791196.45029428,6776131,356,0,0,0,0,168,104,0.7294877173,0.4376926304,0,662,109.8888888889,233.5842698281,54561.6111111111,0,0,0,1,0,0,0,0,0,123.625,65.4,220.6666666667,0,0,0,0,0,0,5,327,3,662,26883,219,1,32,359.0,0.0,359,359,6776131.0,0.0,6776131,6776131,DoS attacks-GoldenEye
80,6,15/02/2018 09:50:53,102961222,2,1,445,0,445,0,222.5,314.662517628,0,0,0.0,0.0,4.3220155254,0.0291371833,51480611.0,72804575.4470264,102961220,2,102961220,102961220.0,0.0,102961220,102961220,0,0.0,0.0,0,0,0,0,0,0,64,20,0.0194247889,0.0097123944,0,445,111.25,222.5,49506.25,0,0,0,0,1,0,0,0,0,148.3333333333,222.5,0.0,0,0,0,0,0,0,2,445,1,0,226,0,1,32,0.0,0.0,0,0,102961220.0,0.0,102961220,102961220,DoS attacks-GoldenEye
80,6,15/02/2018 09:55:34,11886295,4,4,403,972,403,0,100.75,201.5,972,0,243.0,486.0,115.6794442675,0.6730440394,1698042.14285714,2949539.8902103,6880456,4,6882150,2294050.0,3972268.01806525,6880830,298,11886291,3962097.0,3556065.16932311,6880456,1321,0,0,0,0,136,136,0.3365220197,0.3365220197,0,972,152.7777777778,334.8737738976,112140.444444444,0,0,0,1,0,0,0,0,1,171.875,100.75,243.0,0,0,0,0,0,0,4,403,4,972,26883,219,1,32,1325.0,0.0,1325,1325,6880456.0,0.0,6880456,6880456,DoS attacks-GoldenEye
80,6,15/02/2018 09:56:48,11796278,4,4,399,972,399,0,99.75,199.5,972,0,243.0,486.0,116.2231002016,0.6781800158,1685182.57142857,2918284.19714843,6777018,3,6791379,2263793.0,3908816.73102692,6777299,263,11796275,3932091.66666667,3506843.55569796,6777018,14083,0,0,0,0,136,136,0.3390900079,0.3390900079,0,972,152.3333333333,334.5026158343,111892.0,0,0,0,1,0,0,0,0,1,171.375,99.75,243.0,0,0,0,0,0,0,4,399,4,972,26883,219,1,32,14086.0,0.0,14086,14086,6777018.0,0.0,6777018,6777018,DoS attacks-GoldenEye
80,6,15/02/2018 09:49:58,5014040,4,4,445,972,445,0,111.25,222.5,972,0,243.0,486.0,282.6064411134,1.5955197805,716291.428571429,1890922.29746817,5004496,6,9544,3181.3333333333,3915.1001690038,7634,278,5014034,1671344.66666667,2886858.27022134,5004800,1910,0,0,0,0,136,136,0.7977598902,0.7977598902,0,972,157.4444444444,339.0630881971,114963.777777778,0,0,0,1,0,0,0,0,1,177.125,111.25,243.0,0,0,0,0,0,0,4,445,4,972,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye
80,6,15/02/2018 09:52:31,1670964,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.1969138773,1670964.0,0.0,1670964,1670964,1670964,1670964.0,0.0,1670964,1670964,0,0.0,0.0,0,0,0,0,0,0,64,0,1.1969138773,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,226,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye
80,6,15/02/2018 09:50:26,7069083,5,3,472,662,472,0,94.4,211.084817076,662,0,220.6666666667,382.2058782035,160.4168461454,1.131688509,1009869.0,2619225.08157572,6948854,3,7069083,1767270.75,3455030.07274769,6949127,24,6949160,3474580.0,4913365.41020022,6948854,306,0,0,0,0,168,104,0.7073053181,0.4243831909,0,662,126.0,254.4955795294,64768.0,0,0,0,1,0,0,0,0,0,141.75,94.4,220.6666666667,0,0,0,0,0,0,5,472,3,662,26883,219,1,32,310.0,0.0,310,310,6948854.0,0.0,6948854,6948854,DoS attacks-GoldenEye
80,6,15/02/2018 09:49:44,209830,5,3,334,972,334,0,66.8,149.369340897,972,0,324.0,561.1844616523,6224.0861649907,38.1261020826,29975.7142857143,68917.5075814419,185119,6,209830,52457.5,89060.6387337676,185119,321,24380,12190.0,14901.5683067253,22727,1653,0,0,0,0,168,104,23.8288138016,14.297288281,0,972,145.1111111111,329.1703375323,108353.111111111,0,0,0,1,0,0,0,0,0,163.25,66.8,324.0,0,0,0,0,0,0,5,334,3,972,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye
80,6,15/02/2018 09:53:36,5050845,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.395973347,5050845.0,0.0,5050845,5050845,5050845,5050845.0,0.0,5050845,5050845,0,0.0,0.0,0,0,0,0,0,0,64,0,0.395973347,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,226,-1,0,32,0.0,0.0,0,0,5050845.0,0.0,5050845,5050845,DoS attacks-GoldenEye
80,6,15/02/2018 09:55:53,1963789,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.0184393537,1963789.0,0.0,1963789,1963789,1963789,1963789.0,0.0,1963789,1963789,0,0.0,0.0,0,0,0,0,0,0,64,0,1.0184393537,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,226,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye
80,6,15/02/2018 09:52:34,11924277,4,4,467,662,467,0,116.75,233.5,662,0,165.5,331.0,94.6807928061,0.6709002147,1703468.14285714,2960565.70432017,6917374,3,6919054,2306351.33333333,3993518.26660281,6917669,270,11924274,3974758.0,3571352.11711699,6917374,1388,0,0,0,0,136,136,0.3354501074,0.3354501074,0,662,125.4444444444,253.6499118426,64338.2777777778,0,0,0,1,0,0,0,0,1,141.125,116.75,165.5,0,0,0,0,0,0,4,467,4,662,26883,219,1,32,1391.0,0.0,1391,1391,6917374.0,0.0,6917374,6917374,DoS attacks-GoldenEye
80,6,15/02/2018 09:50:17,36032649,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0555052169,36032649.0,0.0,36032649,36032649,36032649,36032649.0,0.0,36032649,36032649,0,0.0,0.0,0,0,0,0,0,0,64,0,0.0555052169,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,226,-1,0,32,0.0,0.0,0,0,36032649.0,0.0,36032649,36032649,DoS attacks-GoldenEye
80,6,15/02/2018 09:55:34,5076830,4,4,530,972,530,0,132.5,265.0,972,0,243.0,486.0,295.8539088368,1.5757864652,725261.428571429,1886498.77162703,5003015,5,73815,24605.0,40982.0607217353,71921,294,5076825,1692275.0,2867632.57997481,5003287,1894,0,0,0,0,136,136,0.7878932326,0.7878932326,0,972,166.8888888889,349.1090246773,121877.111111111,0,0,0,1,0,0,0,0,1,187.75,132.5,243.0,0,0,0,0,0,0,4,530,4,972,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye
80,6,15/02/2018 09:53:24,8057462,4,4,367,662,367,0,91.75,183.5,662,0,165.5,331.0,127.7077074642,0.992868474,1151066.0,2044505.61179926,5002801,7,3054661,1018220.33333333,1763319.23603763,3054326,50,8057455,2685818.33333333,2521646.42734907,5003158,337,0,0,0,0,136,136,0.496434237,0.496434237,0,662,114.3333333333,238.5592169672,56910.5,0,0,0,1,0,0,0,0,1,128.625,91.75,165.5,0,0,0,0,0,0,4,367,4,662,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye
80,6,15/02/2018 09:39:23,5002388,4,4,284,662,284,0,71.0,142.0,662,0,165.5,331.0,189.1096812163,1.5992362048,714626.857142857,1890238.57473207,5001285,6,1103,367.6666666667,386.2671786903,794,41,5002382,1667460.66666667,2887494.39623098,5001652,312,0,0,0,0,136,136,0.7996181024,0.7996181024,0,662,105.1111111111,228.9827747039,52433.1111111111,0,0,0,1,0,0,0,0,1,118.25,71.0,165.5,0,0,0,0,0,0,4,284,4,662,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye
80,6,15/02/2018 09:51:09,6966206,5,3,444,972,444,0,88.8,198.562836402,972,0,324.0,561.1844616523,203.2670294275,1.1484012962,995172.285714286,2598761.10543086,6888247,3,6966206,1741551.5,3431526.01602421,6888551,28,6888547,3444273.5,4870514.03215354,6888247,300,0,0,0,0,168,104,0.7177508101,0.4306504861,0,972,157.3333333333,338.9572244399,114892.0,0,0,0,1,0,0,0,0,0,177.0,88.8,324.0,0,0,0,0,0,0,5,444,3,972,26883,219,1,32,303.0,0.0,303,303,6888247.0,0.0,6888247,6888247,DoS attacks-GoldenEye
80,6,15/02/2018 09:38:33,5033293,4,4,691,662,691,0,172.75,345.5,662,0,165.5,331.0,268.8101010611,1.5894167099,719041.857142857,1893893.20635452,5013960,8,19333,6444.3333333333,10708.115862902,18809,259,5033285,1677761.66666667,2889508.88400197,5014263,526,0,0,0,0,136,136,0.7947083549,0.7947083549,0,691,150.3333333333,298.3965482374,89040.5,0,0,0,1,0,0,0,0,1,169.125,172.75,165.5,0,0,0,0,0,0,4,691,4,662,26883,221,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye
80,6,15/02/2018 09:29:33,7022557,5,3,392,662,392,0,78.4,175.307729436,662,0,220.6666666667,382.2058782035,150.0877814164,1.1391861967,1003222.42857143,2627686.15439901,6962042,5,7022557,1755639.25,3471275.04602361,6962382,165,6962512,3481256.0,4922574.7689184,6962042,470,0,0,0,0,168,104,0.7119913729,0.4271948238,0,662,117.1111111111,241.9898987791,58559.1111111111,0,0,0,1,0,0,0,0,0,131.75,78.4,220.6666666667,0,0,0,0,0,0,5,392,3,662,26883,219,1,32,475.0,0.0,475,475,6962042.0,0.0,6962042,6962042,DoS attacks-GoldenEye
80,6,15/02/2018 09:54:02,49844,5,3,297,662,297,0,59.4,132.8224378635,662,0,220.6666666667,382.2058782035,19240.0288901372,160.5007623786,7120.5714285714,18415.6538019257,48882,7,49844,12461.0,24281.96207064,48882,26,674,337.0,16.9705627485,349,325,0,0,0,0,168,104,100.3129764866,60.187785892,0,662,106.5555555556,230.2895520378,53033.2777777778,0,0,0,1,0,0,0,0,0,119.875,59.4,220.6666666667,0,0,0,0,0,0,5,297,3,662,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye
80,6,15/02/2018 09:29:12,98564,5,3,323,972,323,0,64.6,144.4499913465,972,0,324.0,561.1844616523,13138.6713201575,81.1655371129,14080.5714285714,36368.3288171505,96550,6,98564,24641.0,47944.0063059677,96550,125,1697,848.5,634.2747827243,1297,400,0,0,0,0,168,104,50.7284606956,30.4370764174,0,972,143.8888888889,328.4008390841,107847.111111111,0,0,0,1,0,0,0,0,0,161.875,64.6,324.0,0,0,0,0,0,0,5,323,3,972,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye
80,6,15/02/2018 09:49:37,7031807,5,3,321,972,321,0,64.2,143.5555641555,972,0,324.0,561.1844616523,183.878766866,1.1376876527,1004543.85714286,2621154.61773073,6948363,4,7031807,1757951.75,3460690.1427575,6948668,335,6949537,3474768.5,4912404.45208459,6948363,1174,0,0,0,0,168,104,0.7110547829,0.4266328698,0,972,143.6666666667,328.2651367416,107758.0,0,0,0,1,0,0,0,0,0,161.625,64.2,324.0,0,0,0,0,0,0,5,321,3,972,26883,219,1,32,1178.0,0.0,1178,1178,6948363.0,0.0,6948363,6948363,DoS attacks-GoldenEye
80,6,15/02/2018 09:56:23,11982388,4,4,481,972,481,0,120.25,240.5,972,0,243.0,486.0,121.2613045079,0.6676465493,1711769.71428571,2978034.96623964,6979467,8,6981360,2327120.0,4029326.97943999,6979786,311,11982380,3994126.66666667,3596331.49103532,6979467,1575,0,0,0,0,136,136,0.3338232746,0.3338232746,0,972,161.4444444444,343.0681824037,117695.777777778,0,0,0,1,0,0,0,0,1,181.625,120.25,243.0,0,0,0,0,0,0,4,481,4,972,26883,219,1,32,1583.0,0.0,1583,1583,6979467.0,0.0,6979467,6979467,DoS attacks-GoldenEye
80,6,15/02/2018 09:39:58,5005370,4,4,328,972,328,0,82.0,164.0,972,0,243.0,486.0,259.721059582,1.5982834436,715052.857142857,1891016.00877971,5003474,7,1896,632.0,384.5269821482,1043,281,5005363,1668454.33333333,2888475.94019412,5003779,260,0,0,0,0,136,136,0.7991417218,0.7991417218,0,972,144.4444444444,328.7457646537,108073.777777778,0,0,0,1,0,0,0,0,1,162.5,82.0,243.0,0,0,0,0,0,0,4,328,4,972,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye
80,6,15/02/2018 09:30:01,6842151,5,3,347,662,347,0,69.4,155.1831176385,662,0,220.6666666667,382.2058782035,147.4682450007,1.1692229534,977450.142857143,2554197.65508724,6769508,5,6842151,1710537.75,3373028.47502492,6769826,19,6769889,3384944.5,4786495.60441295,6769508,381,0,0,0,0,168,104,0.7307643459,0.4384586075,0,662,112.1111111111,235.9907013234,55691.6111111111,0,0,0,1,0,0,0,0,0,126.125,69.4,220.6666666667,0,0,0,0,0,0,5,347,3,662,26883,219,1,32,386.0,0.0,386,386,6769508.0,0.0,6769508,6769508,DoS attacks-GoldenEye
80,6,15/02/2018 09:38:05,5076859,4,4,454,972,454,0,113.5,227.0,972,0,243.0,486.0,280.8823329543,1.575777464,725265.571428571,1886488.09005798,5002995,7,73864,24621.3333333333,41179.0473703962,72168,401,5076852,1692284.0,2867813.94215681,5003504,1697,0,0,0,0,136,136,0.787888732,0.787888732,0,972,158.4444444444,340.0290837234,115619.777777778,0,0,0,1,0,0,0,0,1,178.25,113.5,243.0,0,0,0,0,0,0,4,454,4,972,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye
80,6,15/02/2018 09:56:07,1668153,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.1989307935,1668153.0,0.0,1668153,1668153,1668153,1668153.0,0.0,1668153,1668153,0,0.0,0.0,0,0,0,0,0,0,64,0,1.1989307935,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,221,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye
